GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
2526,54703552.33,3254.72,1792.17,5198077.36,449.4,-102.89,-978.46,-11571.76,477.11,8742.63,-3430.93,120.4,59903692.61,-3310.52,59900382.09
2551,54469244.81,3003.5,1806.04,5210888.76,710.57,-118.58,-965.76,-11568.8,499.56,8704.8,-3435.78,121.28,59682204.9,-3314.5,59678890.4
2576,54521397.31,2895.5,1825.17,5218562.13,1270.72,-127.71,-990.55,-11647.84,492.15,8843.57,-3385.36,120.22,59742520.45,-3265.14,59739255.31
2601,54631615.1,3045.74,1803.69,5228202.74,949.27,-128.82,-999.36,-11630.48,494.05,8834.73,-3424.69,118.67,59862186.67,-3306.02,59858880.65
2626,54530344.64,2837.28,1808.0,5192209.28,783.28,-125.0,-990.14,-11721.2,494.74,8845.03,-3342.59,121.06,59724485.9,-3221.53,59721264.37
2651,54658057.93,3195.89,1808.27,5189478.41,370.72,-94.43,-988.74,-11703.15,502.0,8840.04,-3378.64,120.29,59849466.94,-3258.35,59846208.6
2676,54644238.72,2784.78,1835.3,5203514.57,460.89,-98.09,-999.52,-11634.27,497.46,8844.49,-3433.1,118.53,59849444.32,-3314.57,59846129.75
2701,54628548.92,2844.2,1839.46,5229336.86,1174.68,-114.18,-981.6,-11550.84,489.07,8727.74,-3406.22,118.55,59860314.31,-3287.67,59857026.64
2726,54469526.49,2902.02,1797.97,5165567.51,1056.36,-114.45,-980.78,-11593.05,498.93,8775.01,-3441.99,119.37,59637436.02,-3322.63,59634113.39
2751,54649275.78,2826.9,1805.06,5230635.82,969.86,-108.77,-967.33,-11537.31,481.32,8819.98,-3506.0,121.64,59882201.31,-3384.36,59878816.95
2776,54690051.16,2991.81,1789.4,5210799.48,969.12,-103.46,-996.51,-11688.85,508.1,8831.86,-3373.81,118.69,59903152.12,-3255.12,59899897.0
2801,54775622.8,2676.79,1760.72,5237428.15,1099.84,-96.39,-993.01,-11645.47,509.36,8818.8,-3336.47,120.26,60015181.59,-3216.21,60011965.38
2826,54633606.37,2898.94,1802.57,5241930.36,896.0,-104.66,-957.38,-11779.87,493.13,8798.09,-3287.25,120.04,59877583.55,-3167.21,59874416.34
2851,54558099.93,2958.51,1786.8,5201897.58,863.83,-94.8,-988.68,-11692.01,471.83,8773.3,-3320.98,120.45,59762076.29,-3200.54,59758875.76
2876,54559777.23,2891.85,1834.33,5197884.62,1105.15,-122.12,-996.04,-11634.65,497.28,8832.98,-3402.27,121.96,59760070.62,-3280.31,59756790.32
2901,55069843.82,2479.09,1794.17,5267952.6,609.41,-94.4,-941.52,-11517.07,498.77,8780.83,-3526.18,122.65,60339405.69,-3403.53,60336002.16
2926,55058201.23,2771.41,1817.47,5226960.63,281.85,-124.92,-945.92,-11550.63,497.55,8791.96,-3500.36,125.62,60286700.63,-3374.74,60283325.89
2951,55063661.07,2531.9,1801.84,5240679.37,239.75,-117.35,-940.77,-11514.68,506.28,8768.68,-3506.84,126.32,60305616.08,-3380.52,60302235.56
2976,54997423.23,2743.2,1794.41,5228080.65,197.97,-93.55,-953.02,-11575.84,490.18,8744.31,-3456.29,121.44,60226851.54,-3334.85,60223516.69
3001,55215979.34,2736.59,1792.04,5224206.08,117.19,-117.06,-961.44,-11664.65,487.16,8750.31,-3372.12,121.67,60441325.57,-3250.45,60438075.12
3026,55084938.9,2618.42,1792.3,5246289.46,125.99,-108.28,-940.7,-11721.62,479.66,8798.85,-3366.93,124.71,60332272.98,-3242.22,60329030.76
3051,54947343.57,2864.11,1825.15,5201445.28,103.15,-122.82,-954.34,-11885.48,506.64,8800.77,-3175.15,124.39,60149926.04,-3050.76,60146875.28
3076,54947372.3,2665.13,1817.88,5222229.51,133.06,-118.96,-959.06,-11708.56,489.51,8766.52,-3346.61,127.74,60170687.33,-3218.87,60167468.46
3101,54734599.06,2692.76,1796.58,5199529.08,207.17,-106.47,-964.52,-11676.46,482.57,8696.48,-3305.97,126.58,59935256.25,-3179.38,59932076.86
3126,54762601.8,3016.55,1838.13,5214125.89,760.77,-94.79,-965.55,-11839.9,487.48,8783.34,-3240.2,122.47,59978713.72,-3117.73,59975595.99
3151,54919048.78,2748.39,1817.94,5212581.02,366.75,-110.05,-980.47,-11615.77,491.51,8815.72,-3444.41,123.17,60133163.81,-3321.24,60129842.57
3176,54737497.69,2785.62,1809.49,5171941.36,379.44,-107.89,-979.92,-11693.83,495.22,8780.78,-3342.98,121.19,59910907.95,-3221.79,59907686.17
3201,55068415.55,2877.71,1822.35,5207755.63,106.45,-90.15,-984.81,-11796.54,510.04,8795.41,-3256.84,119.94,60277411.64,-3136.91,60274274.74
3226,54962181.04,3032.99,1811.88,5199974.61,103.93,-104.89,-989.35,-11820.98,500.21,8781.0,-3228.14,119.62,60163470.44,-3108.52,60160361.92
3251,55014962.05,2732.23,1788.59,5227445.63,136.32,-91.76,-997.7,-11829.14,512.92,8805.6,-3250.51,118.28,60243464.74,-3132.23,60240332.51
3276,55028237.71,2682.99,1815.53,5223472.8,228.77,-118.99,-961.14,-11854.82,465.01,8720.58,-3178.23,122.02,60252688.45,-3056.21,60249632.24
3301,55023057.61,2673.99,1831.5,5223214.95,213.09,-134.43,-959.48,-11890.67,488.65,8747.04,-3156.52,121.01,60247242.25,-3035.51,60244206.74
3326,54837740.2,2869.67,1807.28,5177683.34,101.31,-126.91,-990.88,-11696.06,503.58,8741.21,-3280.81,120.48,60016632.74,-3160.32,60013472.42
3351,54941392.75,2778.21,1808.23,5199536.58,92.05,-109.92,-980.88,-11615.46,505.6,8747.93,-3396.43,122.06,60142155.08,-3274.38,60138880.71
3376,54788587.87,2964.47,1809.42,5170737.71,103.61,-90.11,-985.01,-11712.94,497.54,8828.02,-3389.77,120.95,59960740.58,-3268.82,59957471.76
3401,55004485.77,2770.22,1816.01,5215587.93,144.34,-129.98,-972.16,-11676.68,508.94,8789.77,-3393.8,121.65,60221324.16,-3272.15,60218052.01
3426,54921566.31,2962.52,1801.95,5166987.29,106.65,-105.53,-1011.42,-11701.77,498.91,8785.34,-3320.67,120.3,60089890.27,-3200.36,60086689.9
3451,54834396.23,2984.45,1826.89,5178620.24,116.9,-117.72,-997.94,-11770.31,492.76,8802.21,-3297.71,119.17,60014353.71,-3178.54,60011175.17
3476,54875170.44,2847.86,1819.75,5204454.1,140.19,-127.23,-980.92,-11831.45,506.43,8852.11,-3278.45,119.16,60080851.28,-3159.29,60077691.99
3501,54765180.29,3019.8,1802.51,5145379.46,126.25,-127.45,-994.45,-11713.28,497.09,8780.85,-3347.64,121.17,59911951.07,-3226.47,59908724.59
