GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
3726,41593627.8,3380.86,1819.64,6073331.52,286.15,-89.28,-1026.39,-11796.12,489.99,8421.69,-3095.4,114.85,47668445.85,-2980.55,47665465.3
3751,41581577.39,3392.54,1813.17,6070303.45,102.33,-103.78,-1024.82,-11873.35,514.68,8512.71,-3054.6,116.4,47653214.31,-2938.2,47650276.1
3776,41631684.31,3229.32,1793.3,6072586.4,94.42,-74.92,-1019.96,-11917.82,506.98,8507.65,-3039.42,115.08,47705389.67,-2924.34,47702465.32
3801,41656246.75,3225.37,1794.65,6071783.4,100.25,-74.69,-1048.81,-11870.17,512.04,8494.88,-3068.0,113.88,47729163.67,-2954.11,47726209.55
3826,41634173.88,3237.21,1846.53,6056798.62,103.61,-105.46,-1026.13,-11791.79,508.68,8440.17,-3118.99,115.72,47692185.32,-3003.28,47689182.04
3851,41648077.32,2894.3,1813.74,6037119.01,117.11,-95.19,-1045.99,-11684.0,526.01,8522.03,-3261.27,116.12,47686244.33,-3145.15,47683099.18
3876,41734007.13,3081.5,1789.96,6064801.77,107.36,-70.97,-1024.36,-11795.52,510.8,8445.07,-3107.11,117.43,47799852.73,-2989.67,47796863.06
3901,41734761.22,2952.63,1824.48,6134508.32,104.02,-85.13,-1039.99,-11857.58,518.81,8498.08,-3074.57,116.23,47870184.86,-2958.33,47867226.53
3926,41514085.86,3067.35,1762.55,6017874.26,103.54,-92.56,-1013.24,-11859.68,519.09,8506.95,-3075.13,117.6,47532954.13,-2957.52,47529996.61
3951,41537258.51,3140.09,1828.37,6034390.35,109.42,-116.06,-1069.88,-11833.65,478.34,8463.86,-3069.19,115.55,47572649.34,-2953.63,47569695.7
3976,41674511.83,3065.48,1823.16,6062260.09,120.4,-78.45,-1023.64,-11787.22,492.16,8529.36,-3174.28,116.87,47737913.17,-3057.4,47734855.77
4001,41831412.62,2945.17,1812.56,6146517.91,96.79,-72.85,-1048.29,-11974.77,492.21,8454.86,-2942.46,113.35,47978636.21,-2829.1,47975807.11
4026,41697123.47,3008.23,1829.34,6091541.64,102.37,-78.69,-1027.79,-11806.14,488.37,8406.57,-3079.03,115.08,47789587.37,-2963.95,47786623.42
4051,41582918.2,3140.19,1814.5,6066819.01,109.74,-75.6,-1021.26,-11919.97,507.41,8483.48,-3032.05,117.24,47650775.69,-2914.8,47647860.88
4076,41593492.99,3027.28,1783.78,6039681.78,99.78,-80.37,-1037.66,-11816.64,503.47,8498.26,-3133.04,115.56,47634152.67,-3017.48,47631135.19
4101,41587432.2,3163.89,1824.86,6034917.18,108.38,-88.75,-1054.23,-11782.76,514.43,8438.41,-3094.6,114.34,47623473.62,-2980.26,47620493.35
4126,41664227.11,2971.04,1828.45,6068069.96,97.28,-102.04,-1038.33,-11764.24,506.67,8486.84,-3178.98,116.54,47733282.74,-3062.43,47730220.3
4151,41650388.84,3193.79,1826.5,6078702.73,109.45,-117.25,-1040.09,-11799.27,513.97,8476.22,-3152.95,115.51,47730254.9,-3037.43,47727217.47
4176,41565916.06,3207.05,1791.1,6047352.78,98.11,-97.13,-1010.49,-11949.88,519.96,8492.32,-3013.71,113.13,47614319.87,-2900.58,47611419.29
4201,41489680.24,3377.72,1820.72,6057501.37,114.52,-102.83,-1019.13,-11858.34,483.44,8459.63,-3055.64,114.53,47548457.36,-2941.12,47545516.24
4226,41461110.52,3425.68,1838.91,6032639.51,118.0,-93.93,-1067.53,-11900.85,478.89,8457.29,-2999.3,113.63,47495006.5,-2885.66,47492120.84
4251,41391704.46,3424.33,1844.02,6009766.74,115.26,-104.85,-1068.32,-11715.42,516.18,8475.08,-3218.0,113.27,47402957.47,-3104.73,47399852.75
4276,41445184.24,3229.3,1835.61,6015802.83,115.86,-89.77,-1035.44,-11761.09,525.71,8488.89,-3190.43,113.6,47462296.14,-3076.83,47459219.3
4301,41508673.42,3369.42,1820.85,6065071.97,117.85,-88.16,-1056.69,-11714.35,515.43,8469.91,-3173.48,114.36,47575179.65,-3059.12,47572120.52
4326,41423878.94,3406.54,1827.06,6035170.48,295.97,-100.88,-1028.23,-11960.56,504.02,8479.83,-2985.03,115.51,47460473.16,-2869.51,47457603.65
4351,41720774.96,3160.61,1821.89,6080431.01,124.75,-85.11,-1024.63,-11879.2,500.44,8524.79,-3110.62,116.62,47802349.49,-2994.0,47799355.49
4376,41627635.15,3336.97,1861.78,6117121.56,119.69,-128.6,-1037.74,-11859.24,512.2,8574.83,-3136.39,114.75,47746136.61,-3021.64,47743114.97
4401,41592582.09,3364.09,1841.37,6102734.92,107.56,-106.59,-1033.2,-11848.66,502.34,8472.6,-3076.06,115.51,47696616.52,-2960.56,47693655.96
4426,41567733.29,3494.59,1829.23,6081987.17,112.65,-78.49,-1028.87,-11944.81,495.18,8482.47,-3030.29,114.52,47651082.41,-2915.77,47648166.64
4451,41536106.93,3191.18,1820.26,6038840.92,117.54,-89.93,-1069.97,-11930.68,506.31,8549.75,-3029.95,110.9,47576042.31,-2919.04,47573123.27
4476,41634967.26,3033.84,1841.0,6031397.38,108.79,-112.13,-1073.61,-11880.72,504.47,8500.0,-3025.14,112.96,47667286.27,-2912.18,47664374.09
4501,41538969.78,3437.0,1825.76,6037215.24,143.32,-107.63,-1051.76,-11716.01,493.93,8447.12,-3141.65,115.14,47577656.76,-3026.52,47574630.24
4526,41655359.73,3341.55,1861.2,6094301.13,105.89,-119.99,-1059.99,-11661.43,490.13,8486.07,-3234.24,117.12,47751104.29,-3117.12,47747987.17
4551,41534194.93,3253.76,1873.08,6027762.36,118.7,-125.46,-1057.17,-11723.72,493.43,8463.17,-3153.11,115.37,47563253.07,-3037.75,47560215.33
4576,41616959.94,3001.44,1834.92,6087710.7,101.65,-94.12,-1051.23,-11803.1,493.4,8426.26,-3057.8,113.22,47705579.85,-2944.57,47702635.28
4601,41587386.93,3229.95,1818.71,6095623.02,101.0,-98.73,-1035.97,-11772.32,498.29,8434.63,-3086.35,114.9,47684185.51,-2971.45,47681214.05
4626,41507016.71,3357.73,1856.35,6046651.26,104.25,-118.96,-1025.93,-11860.39,507.3,8501.68,-3089.15,114.83,47554990.0,-2974.31,47552015.69
4651,41307614.03,3450.32,1810.15,5994531.53,97.52,-99.91,-1015.61,-12032.39,491.03,8462.57,-2896.52,114.04,47303309.25,-2782.48,47300526.76
4676,41502250.57,3286.39,1841.1,6103949.11,114.87,-107.15,-1022.89,-11811.58,485.37,8441.31,-3081.93,117.16,47607427.1,-2964.77,47604462.33
4701,41562345.82,3586.08,1808.83,6120234.6,106.91,-93.74,-1003.77,-11879.46,502.67,8478.29,-3068.86,118.52,47684086.23,-2950.34,47681135.89
4726,41506431.28,3207.78,1851.69,6137183.73,96.26,-99.6,-1026.03,-11894.66,502.18,8484.75,-3044.05,115.16,47644737.39,-2928.89,47641808.5
4751,41615030.11,3475.81,1853.09,6144559.15,99.74,-116.91,-1009.76,-11866.33,511.19,8525.44,-3105.78,117.2,47761061.52,-2988.58,47758072.94
4776,41560627.86,3442.36,1812.47,6078781.36,211.36,-104.3,-1016.23,-11810.42,511.91,8500.71,-3155.0,119.6,47640957.07,-3035.4,47637921.67
4801,41490675.15,3282.27,1785.74,6070249.79,99.93,-113.62,-994.91,-11697.31,504.3,8505.68,-3260.68,119.94,47562297.01,-3140.74,47559156.28
4826,41628107.73,3181.38,1812.78,6091280.16,102.29,-93.99,-1021.75,-11721.12,483.29,8518.72,-3234.92,118.9,47720649.49,-3116.03,47717533.46
4851,41618719.2,2874.34,1813.28,6078143.7,115.69,-110.25,-1017.07,-11779.29,506.04,8509.46,-3194.75,119.72,47697775.09,-3075.03,47694700.06
4876,41700236.2,3200.89,1790.67,6132396.8,110.93,-99.94,-1013.18,-11771.54,503.72,8570.04,-3200.95,119.54,47833924.61,-3081.41,47830843.2
4901,41655905.43,3144.44,1813.18,6159422.43,201.46,-101.36,-1008.09,-11682.58,490.22,8469.09,-3274.72,121.0,47816654.21,-3153.72,47813500.49
4926,41577436.02,3178.42,1803.37,6140134.59,114.76,-121.95,-1014.38,-11595.24,480.81,8530.89,-3319.71,121.29,47718947.27,-3198.41,47715748.86
4951,41675362.45,2953.43,1799.88,6150263.02,116.06,-104.83,-1032.7,-11697.04,515.31,8484.34,-3221.58,118.91,47826659.92,-3102.66,47823557.26
4976,41843355.72,3045.23,1813.46,6145738.86,104.94,-90.2,-988.9,-11686.97,501.12,8512.56,-3280.8,122.4,47990305.81,-3158.39,47987147.42
5001,41864869.73,2960.75,1846.32,6134875.91,98.41,-128.22,-1017.06,-11723.98,515.03,8452.18,-3160.73,119.11,48000749.07,-3041.62,47997707.45

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
2501,41740144.68,3259.52,1829.12,6092316.51,101.15,-81.12,-999.88,-11757.48,475.05,8614.69,-3140.56,117.88,47833902.25,-3022.68,47830879.57
2526,41865170.44,3049.57,1769.57,6138926.37,101.41,-100.95,-953.72,-11853.89,509.69,8743.8,-3167.59,121.8,48005362.3,-3045.79,48002316.51
2551,41856718.36,3238.68,1788.62,6125180.66,110.24,-82.62,-980.71,-11916.21,496.34,8726.19,-3082.4,118.58,47983279.55,-2963.82,47980315.73
2576,41770826.73,3169.63,1807.88,6124892.4,100.85,-82.72,-956.67,-11854.42,492.27,8680.54,-3143.13,120.54,47897076.49,-3022.59,47894053.91
2601,41697273.76,3330.02,1793.86,6098185.96,102.14,-84.39,-1009.33,-11874.19,487.21,8703.67,-3081.92,116.71,47796908.71,-2965.21,47793943.5
2626,41576582.94,3329.52,1796.04,6007841.57,110.33,-96.89,-962.6,-11904.68,473.23,8667.54,-3058.91,117.97,47585837.0,-2940.94,47582896.06
2651,41523960.64,3392.57,1799.95,6038277.05,117.9,-90.85,-999.65,-11805.64,475.83,8822.95,-3215.68,118.74,47563950.76,-3096.93,47560853.83
2676,41443425.43,3333.35,1794.16,6032715.65,98.02,-108.59,-966.15,-11730.56,496.68,8659.88,-3191.45,116.83,47477717.88,-3074.63,47474643.25
2701,41515145.57,3254.23,1807.4,6059919.05,123.14,-100.61,-988.26,-11803.69,494.38,8689.99,-3173.75,119.81,47576541.19,-3053.94,47573487.26
2726,41620398.98,3379.75,1775.83,6116834.57,128.17,-89.49,-968.66,-11848.55,478.54,8652.13,-3125.75,118.87,47738741.25,-3006.88,47735734.36
2751,41691757.45,3401.77,1752.33,6093800.77,122.69,-95.44,-997.47,-11955.54,483.17,8776.3,-3094.47,118.85,47787046.03,-2975.61,47784070.42
2776,41762674.91,3124.23,1817.23,6092136.36,194.4,-102.95,-995.61,-11869.2,477.66,8757.17,-3132.81,118.33,47856214.19,-3014.48,47853199.71
2801,41717871.42,3080.87,1800.44,6085173.64,102.05,-110.19,-988.12,-11917.16,500.24,8762.14,-3105.1,119.02,47804275.35,-2986.08,47801289.27
2826,41800923.32,2904.98,1766.12,6069229.88,96.15,-96.77,-998.89,-11840.1,477.51,8714.36,-3126.13,116.91,47871176.55,-3009.21,47868167.34
2851,42050746.55,2989.89,1827.85,6200716.98,105.86,-111.11,-973.59,-11925.16,483.1,8689.27,-3062.11,118.32,48252549.64,-2943.8,48249605.84
2876,41816687.72,3221.61,1823.41,6118429.68,105.96,-84.56,-972.51,-11927.41,494.19,8744.45,-3111.38,118.73,47936522.54,-2992.64,47933529.9
2901,41581018.29,3441.77,1765.5,6020693.55,117.77,-86.98,-974.17,-11859.58,500.77,8733.85,-3168.78,119.75,47603350.78,-3049.03,47600301.75
2926,41632297.29,3195.7,1787.63,6019716.94,106.71,-86.7,-971.59,-11925.32,512.62,8718.93,-3068.81,118.25,47653352.19,-2950.56,47650401.64
2951,41776513.11,3192.79,1765.81,6101966.15,103.88,-84.5,-974.76,-11888.22,473.65,8777.63,-3162.04,117.79,47879845.53,-3044.25,47876801.28
2976,41773201.21,3128.2,1785.41,6060098.38,106.95,-80.66,-979.79,-11732.01,505.71,8717.73,-3251.07,119.43,47834751.11,-3131.64,47831619.48
3001,41826077.27,3116.11,1768.65,6067334.57,98.18,-83.7,-1007.74,-11734.9,520.25,8718.86,-3215.28,117.18,47894807.57,-3098.1,47891709.47
3026,41654198.74,3433.19,1757.5,6067854.08,103.09,-82.66,-999.79,-11803.47,503.71,8648.15,-3130.94,117.23,47723612.54,-3013.71,47720598.83
3051,41794047.13,3098.59,1774.78,6089572.98,102.39,-62.36,-1013.34,-11951.18,506.96,8759.53,-3027.83,114.37,47884835.49,-2913.45,47881922.04
3076,41614817.92,3274.19,1801.67,6142363.0,149.11,-81.72,-973.79,-12056.75,503.88,8669.9,-2935.98,115.2,47758467.42,-2820.79,47755646.63
3101,41447576.77,3346.65,1820.84,6051423.98,195.02,-76.62,-996.95,-11890.12,479.78,8707.49,-3105.23,115.21,47500586.85,-2990.02,47497596.83
3126,41639558.51,3321.93,1763.52,6049944.78,107.43,-73.51,-1022.28,-11804.91,482.97,8688.52,-3119.92,115.23,47690966.95,-3004.69,47687962.26
3151,41550855.83,3280.34,1773.63,6054316.88,108.46,-51.96,-1009.31,-11855.23,487.35,8763.87,-3144.77,118.45,47606669.86,-3026.32,47603643.54
3176,41671655.51,3294.34,1822.96,6095466.03,266.51,-84.47,-994.66,-11617.96,484.05,8587.83,-3257.11,115.95,47768880.15,-3141.16,47765738.99
3201,41815353.4,3000.56,1771.08,6094713.2,83.37,-71.09,-981.29,-11760.84,514.51,8663.24,-3187.12,118.72,47911286.14,-3068.4,47908217.74
3226,41745710.3,3075.74,1795.07,6068832.4,97.53,-93.68,-984.74,-11795.52,506.19,8724.67,-3162.12,117.65,47815867.95,-3044.47,47812823.48
3251,41684515.06,3446.34,1810.84,6088354.85,109.75,-98.63,-996.13,-11837.79,501.13,8671.81,-3112.33,117.54,47774477.23,-2994.79,47771482.43
3276,41501312.42,3142.87,1812.76,6067570.28,110.02,-89.27,-993.11,-11841.37,489.19,8737.52,-3133.48,117.75,47570251.31,-3015.73,47567235.58
3301,41733173.65,3089.41,1791.48,6114892.29,99.7,-86.35,-958.89,-11832.25,490.75,8666.96,-3146.53,120.79,47849326.74,-3025.74,47846301.0
3326,41606406.35,3156.95,1765.44,6074563.4,105.21,-89.0,-966.2,-11756.33,476.81,8669.2,-3199.11,119.65,47682331.82,-3079.46,47679252.37
3351,41575251.46,3027.01,1782.47,6077636.37,110.78,-64.96,-969.55,-11803.82,478.82,8723.84,-3185.46,123.7,47654172.42,-3061.76,47651110.66
3376,41525390.36,3166.88,1782.25,6034408.74,106.61,-77.16,-964.76,-11848.81,471.63,8711.91,-3159.66,121.22,47561147.64,-3038.45,47558109.19
3401,41585229.42,3099.15,1813.45,6076041.69,94.94,-87.67,-962.24,-12025.46,503.64,8679.43,-2963.83,119.29,47662386.34,-2844.54,47659541.8
3426,41641781.72,2997.24,1818.28,6076567.54,122.06,-81.28,-982.53,-11948.2,495.49,8674.99,-3008.86,119.25,47719445.31,-2889.62,47716555.69
3451,41950285.69,2798.37,1809.08,6113245.84,97.55,-78.91,-977.33,-11707.58,493.27,8686.99,-3244.35,119.76,48064652.99,-3124.59,48061528.4
3476,41694648.11,3119.35,1767.83,6063280.83,103.1,-87.26,-963.33,-11792.11,479.3,8620.45,-3116.42,120.35,47759176.27,-2996.08,47756180.2
3501,41580701.17,3420.13,1814.56,6046056.17,98.1,-91.32,-969.07,-11707.52,484.09,8614.88,-3190.72,118.43,47628421.19,-3072.3,47625348.89
3526,41741780.33,2936.62,1807.83,6088103.46,92.29,-87.69,-992.12,-11784.73,475.38,8666.52,-3157.79,120.62,47830997.88,-3037.17,47827960.71
3551,41554556.44,3028.88,1803.06,6026065.74,106.02,-94.59,-980.3,-11750.93,489.06,8663.59,-3205.75,120.56,47581886.96,-3085.19,47578801.77
3576,41573204.98,3077.59,1813.26,6038266.24,132.23,-90.53,-979.57,-11677.66,490.49,8638.52,-3238.77,121.77,47612875.56,-3116.99,47609758.56
3601,41491881.49,3262.27,1809.52,6022615.01,104.72,-95.41,-994.19,-11868.69,485.01,8729.33,-3133.13,115.43,47515929.06,-3017.7,47512911.36
3626,41528974.57,3375.99,1823.24,6022259.11,124.33,-83.78,-1002.61,-11766.91,462.34,8600.04,-3138.98,119.72,47552766.33,-3019.26,47549747.07
3651,41577988.12,3132.42,1780.19,6048113.3,156.78,-97.14,-1003.81,-11771.08,490.57,8661.89,-3155.82,117.48,47627451.24,-3038.34,47624412.9
3676,41511306.28,3523.07,1774.36,6092338.76,96.82,-85.91,-1010.89,-11806.43,496.14,8630.6,-3133.39,115.68,47605262.81,-3017.71,47602245.09
3701,41482919.34,3643.22,1800.52,6041013.89,99.81,-88.84,-999.16,-11879.5,490.54,8649.76,-3076.51,116.5,47525649.59,-2960.01,47522689.58
3726,41593620.46,3366.99,1809.26,6073331.52,286.15,-89.28,-987.55,-11833.26,479.67,8639.8,-3104.17,116.56,47668623.75,-2987.61,47665636.14
3751,41581572.56,3378.01,1799.72,6070303.45,102.33,-103.78,-989.72,-11909.6,501.76,8728.11,-3065.04,118.02,47653382.83,-2947.02,47650435.81
3776,41631676.58,3210.54,1780.31,6072586.4,94.42,-74.92,-982.22,-11953.39,494.54,8728.09,-3048.38,116.57,47705560.35,-2931.81,47702628.54
3801,41656239.55,3211.43,1783.82,6071783.4,100.25,-74.69,-1009.01,-11904.84,499.9,8707.06,-3076.76,115.84,47729336.86,-2960.93,47726375.94
3826,41634167.34,3216.89,1827.44,6056798.62,103.61,-105.46,-981.57,-11826.56,493.3,8658.51,-3131.67,117.81,47692352.12,-3013.87,47689338.25
3851,41648067.99,2878.82,1797.55,6037119.01,117.11,-95.19,-1009.71,-11718.88,514.27,8737.61,-3272.55,118.02,47686408.58,-3154.53,47683254.05
3876,41734001.34,3060.82,1773.14,6064801.77,107.36,-70.97,-984.9,-11829.86,500.31,8658.34,-3116.21,119.22,47800017.33,-2996.99,47797020.34
3901,41734756.19,2937.45,1810.0,6134508.32,104.02,-85.13,-1001.08,-11897.68,508.27,8712.03,-3075.73,117.82,47870352.37,-2957.91,47867394.46
3926,41514075.4,3054.81,1745.55,6017874.26,103.54,-92.56,-979.44,-11887.95,503.54,8723.28,-3083.62,119.39,47533120.42,-2964.24,47530156.18
3951,41537247.49,3120.43,1814.04,6034390.35,109.42,-116.06,-1028.92,-11874.1,467.54,8680.91,-3072.71,116.85,47572811.1,-2955.86,47569855.24
3976,41674497.71,3045.13,1810.66,6062260.09,120.4,-78.45,-984.84,-11828.44,481.35,8744.45,-3176.37,118.07,47738068.06,-3058.29,47735009.77
4001,41831401.4,2920.21,1797.45,6146517.91,96.79,-72.85,-1008.23,-12015.54,481.14,8674.34,-2946.51,115.08,47978792.62,-2831.42,47975961.2
4026,41697116.14,2997.13,1811.89,6091541.64,102.37,-78.69,-988.74,-11836.01,477.06,8622.88,-3091.41,117.19,47789765.68,-2974.22,47786791.45
4051,41582909.87,3125.24,1795.49,6066819.01,109.74,-75.6,-981.87,-11956.36,493.52,8705.4,-3041.25,118.83,47650944.44,-2922.41,47648022.02
4076,41593484.55,3008.15,1767.13,6039681.78,99.78,-80.37,-996.51,-11846.08,490.83,8711.23,-3146.62,117.23,47634320.51,-3029.4,47631291.11
