SMILES,aff_site,aff_p0,d_key,d_p0,bridge
O=S(=O)(c1ccccc1)N1CCCC(c2nnc(SCc3cccc(F)c3)n2-c2ccccc2)C1,-6.173,-7.95,4.409256966882289,7.858418543193025,0.08843491455771521
Cc1ccccc1N1CCN(C(c2ccc(Cl)cc2)c2cnc3sccn3c2=O)CC1,-6.056,-6.995,4.437878321901131,7.5311351733984955,0.10718694481370813
O=C(COC(=O)C1CC(F)CN1S(=O)(=O)c1ccc(Cl)cc1)NCc1cn2cccnc2n1,,-6.956,,,0.0
CCCCOc1c(OCCCCBr)c2ccccc2c2ccccc12,-5.078,-6.327,12.702669443861003,2.9848259580752776,0.005534395855844708
CCC1CC(NOCc2ccc(C)cc2)CCO1,-4.312,-6.308,7.513387784481779,3.549316835674156,0.13162549282032476
O=C(c1ccc2n[nH]nc2c1)N(c1nc2ccccc2s1)C1CC1,-5.704,-7.406,8.439130464686514,8.892310667087605,0.005446229504267744
CC(C)(C)C(=O)NC(c1ccccn1)C(F)(F)F,-4.925,-5.968,12.417786396938867,3.146688418003918,0.006518032835966819
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(F)cc3)CC2)cc1,-5.917,-7.643,6.969850070123459,8.807705830691669,0.014114289312173251
CCC(CC)(N1CCC(N(C)C(=O)OC(C)(C)C)CC1)C(F)(F)F,-4.267,-5.732,7.854146484501036,8.268434253230778,0.011520938611186074
COc1ccc(C(=O)N(C)c2ccccc2)c(NS(=O)(=O)c2c(N3CCN(C)CC3)nc3sc(C)nn23)c1O,,,,,0.0
Cc1ccoc1C(=O)OCC1CCOCC1,-4.426,-6.322,11.625012129025931,9.037694064306447,0.0006816621063619046
COCC(C)OC(F)(COC(=O)C(C)CC(C)C)OC(C)C,-4.033,-5.496,4.9509010291057125,5.6033564941024405,0.2701011039394961
CC(C)C1C(=O)CC2C3CCC4CC(OCCN(C)C)CCC4(C)C3CCC21C,-5.349,-6.628,7.6465721078140625,10.050484814176876,0.004314209863313919
CC(C)NCC(C)Oc1cccc2cccnc12,-4.49,-5.848,12.889207462059101,3.21152440439116,0.004823125766596184
COc1cc(OC(=O)N2CCOCC2)ccc1C=CC(=O)Nc1ccc(C)cc1OC,-5.725,-7.569,3.931809888588205,2.8375744924142516,0.7719231956537704
COc1cc(CC(=O)O)ccc1OCCCc1cc(-c2ccccc2)n2nc(C(F)(F)F)nc2c1-c1ccccc1,,,,,0.0
CCOC(=O)C=C(C1COC(=O)O1)C(F)(F)F,-5.093,-6.232,12.211454049375119,3.0664983287130623,0.007470761996654031
CC1(C)c2ccccc2C(=NC#N)C1C1=CC(C#N)C(c2ccccc2)=C1c1ccccc1,-6.511,-7.285,4.367352287141489,5.219280601768792,0.3957016200013351
COc1cc(OC)c(Cl)c(-c2c(C)[nH]c3ncnn3c2=S)c1,-4.267,-6.556,5.444734153289764,3.0648871104822115,0.44876851156989345
CCOC(=O)N1CCc2[nH]c(-c3nc4ccccc4s3)cc2C1,-5.692,-7.005,4.437395857932894,3.1418136481974868,0.6626815546304772
Cn1cc(C=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(=O)cc1CCc1ccccc1,-6.405,-7.644,4.283007471392035,3.145910043214841,0.6922466359307213
CCOc1ccc(C=C(C(=O)OC)n2ncc(Cl)c2C(F)(F)F)cc1,-4.552,-6.805,8.8759184876834,8.90711294415873,0.004113350972998841
O=c1ccc2cnc(NCCOc3ccccc3)nc2[nH]1,-5.815,-7.441,4.377523500793571,2.857382018561746,0.6906476304095728
CN(C)Cc1ccc2c(c1)C(CN(CC(=O)OC(C)(C)C)C(=O)O)C(=O)N2,-5.412,-6.614,6.811548208740801,3.270018501476712,0.2082291503402288
CC1CC2CCCCC2N2CCCC(CN1)C2,-3.17,-4.262,4.700155210203168,9.80934212880762,0.023944459060952574
CCCCc1ccc(CC2SC(=NN=Cc3ccc(OC)c(O)c3)NC2=O)cc1,-6.16,-7.33,5.20287622378238,3.017529287347514,0.5036871793564265
CCc1c(NC(=O)NC(C)C2CC3CCC2C3)cccc1C(=O)O,-5.378,-6.909,3.6095767064851247,5.180115925343758,0.47471913443891184
Cc1ccccc1OCC(=O)N(C)C(C)c1nc2sc3c(c2c(=O)o1)CCCC3,-4.721,-7.176,3.4682429269011705,7.7645091280775755,0.11414245299914048
N#CC1C2CC3CC(=O)CCC3C12,-4.909,-5.318,11.77518055063276,9.301749136587162,0.0005264404363921462
COC(=O)c1cnc(-c2ccccc2)c(CC#N)c1O,-5.509,-5.946,12.531348450984835,2.982954407965365,0.006160800119259012
O=C(c1cccc(COc2cc(F)c(F)cc2Br)c1)N1CCN(c2nccs2)CC1,-5.735,-8.236,4.1785191156676555,3.1779317173281116,0.7090951354233139
CC1(C)CN(Cc2ccccc2)C(c2cccc3ccn(-c4ccccc4)c23)N1,-4.945,-6.255,8.684443332764628,12.64419222410036,0.0004491811377565996
CC(N)c1ccccc1Oc1ccc(C(=O)NC2CCCC2S(C)(=O)=O)cc1,-5.517,-7.031,7.079510293798576,7.909483105740855,0.023060723953301592
CCc1ccc(S(=O)(=O)N=C2Oc3ccc(N(CC)CC)cc3C2C)cc1,-5.497,-7.09,4.14125838363172,3.5874652611558484,0.6800443966252029
CNC(=O)c1cc(F)cc2c1CCC2NC(=O)c1ccc(-c2ccc3c(c2)CCO3)c(OC)c1,-6.296,-8.61,7.400239320454441,6.60626520811873,0.04171409853186212
Cc1cc(C)c(-c2cn(Cc3ccccc3F)cn2)nc1C(=O)NS(=O)(=O)c1ccccc1[N+](=O)[O-],-6.437,-8.323,4.27073682167375,5.18181059090353,0.4132221550205746
NCCCCCc1nc2ccccc2n1Cc1cn2cc(Br)ccc2n1,-5.739,-6.99,4.309869255557528,3.055048281124211,0.6929962681635441
Nc1ccc(F)cc1C(=O)N(Cc1ccco1)C1CC1,-5.006,-6.471,12.169831058810965,2.9553722269792004,0.00773967158331439
COC(=O)c1cccc(Nc2cc(N3CCCCC3)ncn2)c1C,-5.044,-6.499,4.364778344887629,3.0159333547013265,0.684700709192424
N=C(N)c1ccncc1NC=O,-4.716,-4.872,11.654345584373239,2.7214536556774207,0.010857179512647917
C=CS(=O)(=O)N1CCC(C(C)NCCOC2C3CN(CC4(F)CC(C)(C)C4)CC3CCC2C(C)(C)C)CC1,,,,,0.0
COc1ncccc1-c1ncc(CN)cn1,-5.01,-5.95,12.730211545767808,2.8711633530678813,0.005487685725899081
CC(CO)Sc1nncs1,-4.092,-4.016,12.33130913569196,2.8476133866801514,0.007053241057292301
CC(C)n1nnc2ccc(-c3cccc(NCCN(C)C)c3Nc3nccc(-c4ccc5c(cnn5C)c4)n3)cc21,,,,,0.0
CC(N)=NN=C(N)c1ccnc(N)c1C=Cc1ccccc1OCc1ccc(F)c(F)c1F,,-7.551,,,0.0
CCOC(=O)C1(O)CCC(=O)N(Cc2ccccc2)N1,-5.067,-6.566,7.874529890729985,2.9017884140646784,0.11304291951984542
CCCCCCOc1ccccc1C(=O)NC(=S)Nc1ccc(C(=O)NC2CC2)cc1C,-4.826,-6.754,4.869041281402326,7.107593544934882,0.11959156512278826
CN1CCc2ccc(N3CCN(P(=O)(O)c4ccccc4)CC3)c(C3CCCCCC3)c2C1,,,,,0.0
CCC1CN(C(=O)c2ccccc2N2CCOCC2)c2ccccc21,-5.248,-7.228,8.13386949735487,3.1022309714139595,0.09472443508736543
COc1cccc2c(C(=O)NCCCN3CCC4(CC3)OCCO4)csc12,-5.303,-6.957,12.533499511309682,2.835136857366854,0.006221404578685121
Cc1cc(C(=O)NC2CCC(O)CC2)ccc1-n1cnnn1,-5.334,-6.736,5.3085441507064814,3.0145520396901424,0.4804189306262728
