SMILES,aff,d_asp,d_arg,d_p0
O=CNc1cc(F)ccc1-c1ccnc(NC(=O)c2ccc(F)cc2)c1,-5.617,4.3376825609995935,8.01511709209541,3.194320428510579
CC1CCN(c2cccc(C(C)O)c2)CC1,-5.111,12.77005563809336,12.134416426017363,3.0045423944421223
CC(C)COCCC(N)c1ccc(CC(C)C)cc1,-3.893,7.622574761850486,8.490536437705217,3.3999054398615263
Cc1cc([N+](=O)[O-])c(C(=O)N(C(=O)OC(C)(C)C)C2CCCc3cccnc32)cc1C(=O)NC(=CS(=O)(=O)c1cccc(S(=O)(=O)C(C)C)c1)C(=O)O,,,,
CN1C(=O)C2Sc3[nH]c(=O)sc3C(c3cc(Cl)ccc3OCc3cccc(Cl)c3)C2C1=O,-5.459,4.525528808879687,8.700780252368174,6.105059377270625
CCCCPC(Cc1cccc(CC(O)POC)c1)C(C)c1cc2c(cc1OC)OCO2,-4.338,4.2454500350375115,8.686352859514745,3.0155538463108247
CCOC(=O)C1CCN(CCC(c2ccccc2)S(=O)(=O)c2cccc3ccccc23)CC1,-5.548,5.2831319309667055,8.051990747635022,2.8925927815715786
CC(CC1COCCN(Cc2cnn(-c3ccccc3)c2)C1)C(N)=O,-3.856,12.368896393777417,8.516522882021746,8.488899810929565
CCCCCCc1ccc(CON=C(C)CCC(C)CCCC(C)CCCC(C)C)cc1,-4.014,4.222502812314042,8.190745143147844,10.0153687400914
CCOC1CN(C(=O)C(N)C(C)CC)C2CCCC12,-4.556,7.182602661988201,8.461974060466032,3.05103277596292
COc1nc(Cl)c(-n2ccc(C)c(C3CNC(C)(C)C4CN34)c2=O)c(OC)n1,-5.553,4.542863084003303,7.31181988290193,3.4421122875350827
Cc1cc2c(cc1NC(=O)N1CC(C)OC(C)C1)C(=O)N(C1CCCN(Cc3ccccc3)C1)C2=O,-6.804,4.543298581427375,7.835968414944,3.6895455004647935
CCn1ncc(NCc2cc(Br)ccc2O)c(Br)c1=O,-4.915,4.418414760974801,8.237656280763359,3.141913748020464
CCOC(=O)c1c(C)c2ccc(OC)cc2oc1=O,-4.683,7.70380334639975,7.7403979225877,2.955957205373582
COc1cc(C(=O)N(Cc2ccc(OCc3[nH]cnc3CSC3=C(C(=O)O)N4C(=O)C(OC)C4C3C)cc2)c2ccccc2)cc(OC)c1OC,,,,
COCc1cccc(-c2nc(C(=O)O)n[nH]2)c1,-5.439,12.322414941885377,12.40881303751491,2.749500681942087
O=C(O)C1CCCCN(C(=O)CNc2ccc(C(F)(F)F)cc2)C1,-4.655,6.66743743877661,7.386440550089062,2.9886896794414777
CCC(C)N(CC)C(=O)c1cc(Br)cc(C(F)(F)F)c1,-4.593,12.878277291625615,12.352357426823433,2.6822708662623915
COCc1cc(Cc2csc(Nc3ncccn3)n2)no1,-5.041,4.1497438475163735,7.8731062484892185,3.18519701117529
COc1ccc(OCCCCNC(=O)Nc2ccc3c(c2)OCO3)cc1,-4.665,12.594856331058327,7.596019154794175,7.634002488865196
CCN(C)C(=O)C1C(=NC)CC2C3CCC4CC(=O)CCC4(C)C3CCC12C,-5.454,12.708993547877817,7.463233682526629,7.864920724330284
CN(Cc1cccnc1Cl)C(=O)c1ccc(-c2ccc(F)c(Cl)c2)o1,-5.714,4.720968332874094,8.468099314486102,3.1534403434978757
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC,,,,
O=C(C1CC1c1cccc(F)c1)N(Cc1cc2cc3c(cc2[nH]c1=O)OCO3)C1CCCCC1,-6.513,12.68178559982781,7.471925387743108,7.434808201964595
NC(=O)c1cc(NCC(=O)NC2CC2)ncc1N,-5.185,12.386265337057818,8.959961941883458,8.465539262208875
CCCCCCCC=CCCCCCCCCc1cc(OC)cc(OC)c1,-3.629,13.14125949062722,8.531283314953267,8.82265464585348
CCCNC(=O)CNC(=O)C(CC)N(Cc1ccc(F)cc1)C(=O)Cc1ccc(Cl)cc1,-4.802,4.008287539585951,8.1430101313949,3.4751630177590234
CC(C)CNCC1CCCN(C(=O)C=Cc2cccc(F)c2)C1,-5.011,3.835901719283224,7.9285329033813055,3.3135402517549117
CCCCOc1ccc(C(=O)N(Cc2cccnc2)Cc2cccnc2)cc1OC,-4.757,5.485937112289933,7.978915089158426,3.532961364068395
CCCCCCCC=CCC=CCC=CCCCCCCCCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCC=CCCCCCCCCCC,,,,
Cc1nc2nc(C(=O)O)nn2c(C)c1C,-5.145,12.350288822533667,12.72134120287637,3.228365066097699
CC(C)N1CCC(CC2(NC(N)=O)CCCCC2)C1,-4.697,5.140156028760216,8.21435633510015,3.026224710757614
CN1CCC1c1cn(CC2CC3CCC2C3)nn1,-5.052,12.420648976603436,12.659826381115975,2.8971567096034003
Cc1ccc(C(=O)N2CCC(Cl)C2)cc1,-4.945,13.147749389154024,12.92623881877478,2.9687578210423298
O=[N+]([O-])c1ccccc1-c1cccc(N2CCN(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)c1,-6.733,4.395975204661647,8.09839996542527,2.850419969057192
COCCCN1C(=O)C(Nc2ccc(C(C)(C)C)cc2)=C(c2ccccc2OC)C1=O,-5.351,4.57192935203509,8.160870419262887,5.804762010625414
COc1ccc(C=CC(=O)OCCOCCCCOCCOC(F)(F)C(F)(F)C(F)(F)F)cc1,,,,
C=CC(=O)OC1(CC2CCCCC2CC2CCC(C3CCC4CCCCC4C3)CC2)CCCCC1,-6.0,13.752103620901059,7.505079946276388,8.342917595182154
O=C(O)c1ccc(OCCOc2ccc(N3C(=O)CC(C(c4ccccc4)c4ccc(Br)cc4)C3=O)cc2)cc1,-5.887,4.697068660345514,7.793362945481237,3.0856843649343
O=C(Nc1ccccc1C(=O)O)c1ccc(C(c2ccccc2)n2ccnc2)cc1,-6.137,4.515051273241535,8.133871710323442,3.332055521746298
CCOc1noc(COc2ccc(F)cc2)n1,-5.32,12.464143011053748,12.49435268431302,2.969936868015884
COc1ccc(CN=C2SCCCN2Cc2cc(OC)c(OC)cc2OC)cc1,-5.375,4.530298555283083,7.8443268672334145,3.206959151595167
CC(Br)C(=O)c1ccccc1C(=O)C(Br)CBr,-4.337,14.114130508111366,12.60242802002852,3.2586728893830386
Nc1ccc(CN2CCOCC2CCO)c(F)c1,-4.986,11.88171359695225,12.6992295829314,3.078378306836247
Cc1cc(O)ccc1C(=O)NN=Cc1ccc2c(c1)CCC2,-5.7,4.204188506715655,8.197690101485907,3.6647811667274217
Clc1ncnc2c1CCNC2,-4.379,13.886005365114908,12.844533856859112,3.007842249852874
C[S+]([O-])CCCn1cc(-c2cc3c(cc2Nc2ccc(F)c(F)c2)OCC3c2ccc[nH]2)cn1,-5.5,4.050371094109773,7.9138853921446195,7.926776204737964
CCNC(=NCc1nc(C)c(C)s1)N1CCN(CC2CCCS2(=O)=O)CC1,-5.446,5.101994903956687,8.18139871904554,2.908279388229404
O=C(OCc1ccc2ccccc2c1)C12CCC1C2,-4.946,13.124843503828911,13.04497972401644,3.0990290414902533
