SMILES,bridge,aff_site,aff_p0,d_key,d_p0,composite,QED,MW,logP,HA,TPSA,LE
CCOC(=O)CCCNC(=O)Nc1nc(-c2ccccc2)cs1,0.7008593151857564,-4.824,-6.101,4.226044367963971,3.1735697565990253,0.8210762626856818,0.6017885675905439,333.413,3.2749000000000015,23,80.32,0.2097391304347826
CCC(CNC(=O)c1ccc(C)o1)N(C)Cc1cccc(OC)c1,0.6996542666902263,-4.986,-6.544,4.2979788273094135,2.9807198794922,0.8210727055918625,0.8071969173650749,330.42800000000005,3.237020000000002,24,54.71000000000001,0.20775
C[S+](N)CC(=O)Nc1ccn(CCN2CCOCC2)n1,0.700669793110386,-4.777,-5.535,4.304551660742382,2.9398818003450407,0.8207611326540607,0.6770509871689359,300.4080000000001,-0.724399999999999,20,85.41000000000001,0.23885
Cc1cc(N(C)CC(C)C(=O)O)nc(-c2ccco2)n1,0.6946049492034181,-5.6,-7.321,4.315595671515115,3.009740852631668,0.8207525223956315,0.9007396736305506,275.30800000000005,2.2019200000000003,20,79.46000000000001,0.27999999999999997
Cc1[nH]c(CC(=O)Nc2ccccc2O)c(C)c1CC(=O)O,0.69032351907181,-6.144,-6.748,4.338556672443038,3.007118388091828,0.8205508693710895,0.6353709218111453,302.33000000000004,2.14544,22,102.42,0.2792727272727273
CC(Oc1cccc(C(=O)Nc2ccc(Cl)cn2)c1)C(N)=O,0.692977342168819,-5.751,-7.222,4.29139720836932,3.1109929283108317,0.8204395011255551,0.8832571572442136,319.74800000000005,2.2398999999999996,22,94.31,0.2614090909090909
CC(C)(C)c1noc(CCN=C(N)Nc2cccnc2)n1,0.6948575169559529,-5.473,-6.42,4.178265070576542,3.3617730440944404,0.820354621577652,0.6558567966781451,288.355,1.7314,21,102.22,0.26061904761904764
CCC(CC(=O)N(C)Cc1ccc(C)o1)N(C)c1ccc(C#N)c(Cl)c1,0.6985239660024188,-4.885,-7.01,4.237735834145399,3.176471470043451,0.8199715815986879,0.7222626852103545,373.8840000000001,4.376600000000004,26,60.480000000000004,0.18788461538461537
CC1(C)NC(NCCN2C(=O)c3ccccc3C2=O)=NC1=O,0.6893938826269904,-6.135,-6.888,4.363431791606234,2.936354372346771,0.8199596816602991,0.7747408951341439,300.3180000000001,0.1366000000000005,22,90.87,0.27886363636363637
C=CCn1c(SCC(=O)Nc2cc(C)no2)nnc1-c1ccco1,0.6928622866634278,-5.644,-6.583,4.295799576330348,3.099891288416418,0.819911492780665,0.5189910142531465,345.38400000000007,2.7513200000000007,24,98.98,0.23516666666666666
CC(C)(C)OC(=O)NCCC1CCN(C(=O)OC(C)(C)C)CC1,0.6983452082583778,-4.836,-6.109,4.318427260010291,2.9333780867798134,0.8196542842567124,0.8600691161141794,328.4530000000001,3.548300000000003,23,67.87,0.21026086956521742
COc1cccc(OC)c1C(=O)NCc1cn(CCNC(C)=O)c2ccccc12,0.6935383276030154,-5.476,-7.15,4.307418020113674,3.0538334925139585,0.8195884442930292,0.6145225424249952,395.4590000000001,2.7246000000000006,29,81.59,0.18882758620689655
O=C(Nc1nnc(Cc2ccc(Cl)cc2)o1)c1coc(N2CCOCC2)n1,0.6838659882076178,-6.815,-8.257,4.387794434565048,2.949519452385423,0.8195575626206336,0.7084355415749977,389.79900000000026,2.3907000000000007,27,106.52000000000001,0.2524074074074074
CCCNC1CCC(OCc2nnc(C)o2)CC1,0.6985788924405595,-4.769,-6.09,4.314030482043444,2.9447237561441986,0.8195008874665473,0.8418803314627306,253.34599999999995,2.20542,18,60.18,0.2649444444444444
Cc1cc(Cl)ccc1OCc1ccc(C(=O)Nc2cccc(F)c2)nc1,0.688282127315281,-6.102,-7.901,4.254843945434427,3.2736966872329525,0.8191572016036347,0.6861215745075213,370.81100000000004,5.013820000000003,26,51.22,0.2346923076923077
CCC(C)CNc1cccc(C(=O)Nc2nc(C)no2)c1,0.6947458717028866,-5.146,-6.656,4.249245344764174,3.2000839051499885,0.8188784562120941,0.8534448949467174,288.351,3.0883200000000013,21,80.05,0.24504761904761904
COc1ncc(NC(=O)Oc2ccc(N(C)C)c(C)c2)nn1,0.6958220596503782,-4.99,-6.7,4.310112411527105,3.0069181897750394,0.8188382862099481,0.921650426186731,303.322,1.8655199999999996,22,89.47000000000001,0.22681818181818184
Cc1nn(-c2ccnc(NCc3c(C)nn(C)c3C)n2)c(C)c1C,0.6905803451085043,-5.706,-7.512,4.099871827264847,3.5508197645050923,0.8188262644452803,0.7978152538292936,325.4200000000001,2.5500000000000007,24,73.45,0.23775000000000002
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc(F)c(F)c1,0.688239970366861,-5.893,-7.535,4.281019154360326,3.2090503268101003,0.8182382179548988,0.8800589395908671,382.388,2.2379999999999995,26,75.71000000000001,0.22665384615384615
Cc1cc(C(=O)Nc2ccccn2)nc(NCc2ccccn2)n1,0.689890754554316,-5.636,-7.068,4.237767572673141,3.2929922562921394,0.8181170733395006,0.7498678560998242,320.35600000000005,2.43942,24,92.69,0.23483333333333334
C=CCNC(=O)C(CO)NC(=O)C1Cc2cc(C)c(C)cc2N1S(=O)(=O)c1ccc(OC)cc1,0.689812904647866,-5.629,-7.287,4.224593353211643,3.3238137733633635,0.8180408816771868,0.4568735592083207,487.5780000000002,1.211340000000001,34,125.04,0.16555882352941176
Cn1nncc1NC(=O)c1ccc(S(=O)(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,0.6828120811859293,-6.606,-8.539,4.351820193895883,3.0892929611806,0.818038741576029,0.5854496830509365,494.49900000000025,2.5971,34,100.42999999999998,0.1942941176470588
c1csc(N2CCN(Cc3nc4ccc(C5CC5)cc4[nH]3)CC2)n1,0.6878003863824201,-5.902,-6.936,4.1670057595352565,3.4636404259102886,0.8180153697821034,0.7927782911640892,339.46800000000013,3.219000000000001,24,48.05,0.24591666666666667
Cc1ccc(-c2nnc(C(C)NC(=O)c3ccco3)o2)o1,0.687115083089977,-5.987,-7.552,4.364347488456895,2.974858147878651,0.8179710953491071,0.79240935726429,287.2750000000001,2.7220200000000006,21,94.30000000000001,0.2850952380952381
Cc1ccc2oc(-c3ccc(NC(=O)c4nnn(C)n4)cc3)nc2c1,0.6831790982489879,-6.537,-7.738,4.332309084079759,3.1420066836338862,0.8179654138832341,0.6180823860806294,334.33900000000006,2.57902,25,98.73000000000002,0.26148
CCc1ccccc1NC(=O)CN1CCN(CC(=O)Nc2c(C)cccc2C(=O)OC)CC1,0.6897071672292174,-5.6,-7.677,4.394189458819453,2.8071202325515023,0.8178537680710728,0.598483786550483,452.55500000000023,2.5388200000000003,33,90.98,0.16969696969696968
CCC(CS(C)(=O)=O)NC(=O)c1ccc(COc2ccc(Cl)cc2)o1,0.6892726029422044,-5.64,-6.6,4.348140522108272,2.9929298354622342,0.8177676222663626,0.7542663127193558,385.86900000000014,3.0650000000000013,25,85.61,0.2256
