SMILES,aff_p0,aff_site,d_key,d_p0,bridge,composite
CCOc1cccc2c1C(COC)CCC2=O,-5.739,-4.544,12.53504180288203,2.9208938700336238,0.0061767594000667,0.07696695268324556
CCc1cnc(Nc2c(C)n(C)[n+]([O-])c2C)nc1N,-6.392,-5.731,12.537815359942098,3.056726517044009,0.0060976285309117,0.07695237478842977
CCc1c(Br)ccc2c1CCC2C(=O)O,-5.811,-4.924,12.526581337300293,3.0461730088752352,0.0061462859273422,0.0769314703978908
CCc1nc(N)cc(NCc2ncccc2C)n1,-7.12,-5.615,12.545065802936229,2.998929642389098,0.0061001847963722,0.076921714809585
CCOc1cc(N(C(C)C)C2CCC2)ncn1,-6.11,-4.651,12.504574203066651,3.170140848605941,0.0061596764038171,0.07690406043928011
O=[N+]([O-])c1ccc(NCc2cccc3c2NCCC3)cc1,-6.88,-5.813,8.543816828560873,8.609788499144448,0.0060838900636613,0.07689864905096057
CCNC(Cc1csc(C)n1)c1cc(C)sc1C,-5.867,-4.237,12.490359682571196,3.2209864948490554,0.0061823812236522,0.07687646473524054
Cc1ncc(N)cc1CNC(=O)OC(C)(C)C,-5.946,-5.423,12.566578134082484,2.809724185752047,0.0061047060833808,0.07687268148111306
OC1C(O)C(N2C=CN3CN=CN=C32)C1O,-6.081,-5.105,12.5571645684844,2.857515879220971,0.0061204424861092,0.07684294307368322
CN(CC(F)(F)F)c1cnccc1C#N,-5.324,-4.365,12.50158549944766,3.1765600891530448,0.0061672326468302,0.0768345114101758
COCCN(Cc1cccs1)Cc1cc(Cl)ccc1F,-5.743,-4.586,12.516896540277068,3.103976320785969,0.0061514752687543,0.07682637310037026
CC=C1C2CCC1C(OCC)C2CC(=O)OCC,-6.112,-4.597,12.525409893492508,3.048852243058034,0.0061493460119184,0.07681755584503952
COc1ncccc1NC(=O)NC(C)(C)C,-6.209,-4.596,12.509148532174365,3.163950852968485,0.0061458698535185,0.07679543355164427
CCCC=C(OCc1ccccc1)C(=O)OCC,-5.821,-4.824,12.519145378179774,3.124612615989381,0.0061309378046914,0.07679474932509274
Cc1cnnc(NC(C(=O)NC(C)c2ccc(C)o2)C(C)C)c1,-7.102,-5.495,12.555695639828167,2.942280238182624,0.0060874913346422,0.07679326120645444
CCN1CCCC1CNc1onc(C)c1S(N)(=O)=O,-6.006,-4.743,12.522788427502878,3.0932741553247425,0.0061349289023212,0.07678682309652551
CC(=CC(N)=O)c1ccccc1C,-5.616,-5.287,12.559425783052346,2.8890283833842823,0.0060978824419963,0.07677476992801173
CN(CCC(CN)CO)CC(F)(F)F,-4.841,-4.156,12.537028714970706,2.919285186479732,0.0061698499916409,0.07676539921763116
CC1(c2ccc(Cl)cc2)Cc2ccccc2N1,-6.984,-5.637,12.565984641085633,2.8905165628309417,0.0060722719483273,0.0767543817355964
Cc1ccc(NC(=O)NC(CC2CC2)c2ccccc2)cc1,-6.922,-5.856,12.563279985736209,2.9502299910345973,0.0060549307678301,0.07673267699394419
Cc1cccnc1NC1CC=CCC1,-5.533,-4.673,12.541883949391336,2.962489831206177,0.0061304815050547,0.07673053682209931
CC(=O)c1cc(F)ccc1Oc1ccc(Cl)cc1[N+](=O)[O-],-6.711,-4.938,12.514495195572213,3.1843789033342125,0.0061128574540418,0.07672765223901709
CC(CC(C)(C)C(F)(F)F)NC(=O)C1(N)CC1,-5.489,-5.303,12.560038694207911,2.9058055681686623,0.0060879543427718,0.07671870501590211
Nc1ccc(Cl)c(NC(=O)c2ccc(O)cc2)c1,-6.384,-5.29,12.544339161550122,3.0275166390954817,0.0060882653627804,0.07671541591468242
