name,SMILES,aff_site,aff_site_sd,aff_p0,d_key,d_p0,bridge,QED,MW,logP,TPSA,HA,LE,pose
LOA22-B1,O=C(Nc1ccc(O)c(C(=O)O)c1)c1cccc(C(F)(F)F)c1,-6.334666666666666,0.050756499310159464,-7.465,3.432466168806329,3.0435679719697397,0.8354909127675849,0.755309182605345,325.24199999999996,3.3615000000000013,86.63000000000001,23,0.27542028985507244,/home/donmigcage/Research/final_leads/LOA22-B1_site_12345.pdbqt
LOA22-B2,CC(=O)Nc1ccnc(C(=O)Nc2ccc(-c3nnco3)cc2)c1,-5.970000000000001,0.06288614049746305,-7.706,3.326610437066534,3.130580297644511,0.8217529518382701,0.7622887855236918,323.312,2.3423,110.01,24,0.24875000000000003,/home/donmigcage/Research/final_leads/LOA22-B2_site_12345.pdbqt
LOA22-B3,Cc1ccc(NC(=O)CSc2nnnn2C)cc1C(F)(F)F,-6.0873333333333335,0.16154737867126046,-8.558,12.05066276185671,2.8566956435714324,0.7864634984236819,0.8702710192665768,331.32300000000004,2.2681200000000006,72.70000000000002,22,0.2766969696969697,/home/donmigcage/Research/final_leads/LOA22-B3_site_12345.pdbqt
